question_id,question,choices,correct_answer,rationale,difficulty
74c03c21,"ID: 74c03c21
A bus traveled on the highway and on local roads to complete a trip of 
. The trip took 
. The bus traveled at
an average speed of 
 on the highway and an average speed of 
 on local roads. If  is the
time, in hours, the bus traveled on the highway and  is the time, in hours, it traveled on local roads, which system of
equations represents this situation?","['A.', 'B.', 'C.', 'D. \nID: 74c03c21 Answer']",B,"Choice B is correct. If the bus traveled at an average speed of 
 on the highway for  hours, then
the bus traveled 
 miles on the highway. If the bus traveled at an average speed of 
 on local roads for  hours,
then the bus traveled 
 miles on local roads. It's given that the trip was 
 miles. This can be represented by the
equation 
. It's also given that the trip took  hours. This can be represented by the equation 
.
Therefore, the system consisting of the equations 
 and 
 represents this situation.
Choice A is incorrect. This system of equations represents a situation where the trip was  miles and took 
 hours.
Choice C is incorrect. This system of equations represents a situation where the trip was  miles and took 
 hours, and
the bus traveled at an average speed of 
 on the highway and 
 on local roads.
Choice D is incorrect. This system of equations represents a situation where the bus traveled at an average speed of 
 on the highway and 
 on local roads.
Question Diﬃculty: Medium
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Systems of two
linear equations in
two variables
Diﬃculty",
68f2cbaf,"ID: 68f2cbaf
Ty set a goal to walk at least 
 kilometers every day to prepare for a multiday hike. On a certain day, Ty plans to walk at an
average speed of  kilometers per hour. What is the minimum number of hours Ty must walk on that day to fulﬁll the daily
goal?","['A.', 'B.', 'C.', 'D. \nID: 68f2cbaf Answer']",B,"Choice B is correct. It's given that Ty plans to walk at an average speed of  kilometers per hour. The number of kilometers
Ty will walk is determined by the expression 
, where  is the number of hours Ty walks. The given goal of at least 
kilometers means that the inequality 
 represents the situation. Dividing both sides of this inequality by  gives 
 , which corresponds to a minimum of  hours Ty must walk. 
Choice A is incorrect and may result from conceptual or calculation errors.
Choice C is incorrect and may result from conceptual or calculation errors.
Choice D is incorrect and may result from conceptual or calculation errors.
Question Diﬃculty: Easy
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Linear inequalities
in one or two
variables
Diﬃculty",
8abed0fb,"ID: 8abed0fb
What is the solution 
 to the given
system of equations?","['A.', 'B.', 'C.', 'D. \nID: 8abed0fb Answer']",B,"Choice B is correct. Since it’s given that 
, substituting 1 for x in the ﬁrst equation yields 
. Simplifying the
right-hand side of this equation yields 
, or 
. Therefore, the ordered pair 
 is a solution to the given system
of equations.
Choice A is incorrect and may result from a calculation error when substituting 1 for x in the ﬁrst equation. Choices C and D
are incorrect. Because it’s given that 
, x cannot equal 2 as stated in these ordered pairs.
 
Question Diﬃculty: Easy
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Systems of two
linear equations in
two variables
Diﬃculty",
e1259a5a,"ID: e1259a5a
A system of two linear equations is graphed in the xy-plane below.
Which of the following points is the solution to
the system of equations?","['A.', 'B.', 'C.', 'D. \nID: e1259a5a Answer']",A,"Choice A is correct. The solution to this system of linear equations is the point that lies on both lines graphed, or the point of
intersection of the two lines. According to the graphs, the point of intersection occurs when 
 and 
, or at the point
.
Choices B and D are incorrect. Each of these points lies on one line, but not on both lines in the xy-plane. Choice C is
incorrect. This point doesn’t lie on either of the lines graphed in the xy-plane.
 
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Systems of two
linear equations in
two variables
Diﬃculty
Question Diﬃculty: Easy",
b988eeec,"ID: b988eeec
The functions  and  are deﬁned as 
 and 
. If the function  is deﬁned as
, what is the x-coordinate of the x-intercept of the graph of 
 in the xy-plane?
ID: b988eeec Answer",[],-12,"The correct answer is 
. It's given that the functions  and  are deﬁned as 
 and 
. If
the function  is deﬁned as 
, then substituting 
 for 
 and 
 for 
 in this
function yields 
. This can be rewritten as 
, or 
. The x-
intercept of a graph in the xy-plane is the point on the graph where 
. The equation representing the graph of 
is 
. Substituting  for  in this equation yields 
. Subtracting 
 from both sides of this equation
yields 
, or 
. Therefore, the x-coordinate of the x-intercept of the graph of 
 in the xy-plane is 
.
Question Diﬃculty: Hard
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Linear functions
Diﬃculty",
3d04de9c,"ID: 3d04de9c
A principal used a total of 
 ﬂags that were either blue or yellow for ﬁeld day. The principal used 
 blue ﬂags. How many
yellow ﬂags were used?","['A.', 'B.', 'C.', 'D. \nID: 3d04de9c Answer']",A,"Choice A is correct. It's given that a principal used a total of 
 blue ﬂags and yellow ﬂags. It's also given that of the 
 ﬂags
used, 
 ﬂags were blue. Subtracting the number of blue ﬂags used from the total number of ﬂags used results in the
number of yellow ﬂags used. It follows that the number of yellow ﬂags used is 
, or . 
Choice B is incorrect. This is the number of blue ﬂags used. Choice C is incorrect. This is the total number of ﬂags used.
Choice D is incorrect and may result from conceptual or calculation errors.
Question Diﬃculty: Easy
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Linear equations in
one variable
Diﬃculty",
70feb725,"ID: 70feb725
During a month, Morgan ran r miles at 5 miles per hour and biked b miles at
10 miles per hour. She ran and biked a total of 200 miles that month, and she biked
for twice as many hours as she ran. What is the total number of miles that Morgan
biked during the month?","['A. 80', 'B. 100', 'C. 120', 'D. 160\nID: 70feb725 Answer']",D,"Choice D is correct. The number of hours Morgan spent running or biking can be calculated by dividing the distance she
traveled during that activity by her speed, in miles per hour, for that activity. So the number of hours she ran can be
represented by the expression 
, and the number of hours she biked can be represented by the expression 
. It’s given
that she biked for twice as many hours as she ran, so this can be represented by the equation 
, which can be
rewritten as 
. It’s also given that she ran r miles and biked b miles, and that she ran and biked a total of 200 miles.
This can be represented by the equation 
. Substituting 
 for b in this equation yields 
, or 
.
Solving for r  yields 
. Determining the number of miles she biked, b, can be found by substituting 40 for r in
, which yields 
. Solving for b yields 
.
Choices A, B, and C are incorrect because they don’t satisfy that Morgan biked for twice as many hours as she ran. In choice
A, if she biked 80 miles, then she ran 120 miles, which means she biked for 8 hours and ran for 24 hours. In choice B, if she
biked 100 miles, then she ran 100 miles, which means she biked for 10 hours and ran for 20 hours. In choice C, if she biked
120 miles, then she ran for 80 miles, which means she biked for 12 hours and ran for 16 hours.
 
Question Diﬃculty: Hard
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Systems of two
linear equations in
two variables
Diﬃculty",
8a87c2c8,"ID: 8a87c2c8
 
 The solution to the given system of equations is 
. What is the value of 
?","['A.', 'B.', 'C.', 'D. \nID: 8a87c2c8 Answer']",C,"Choice C is correct. Adding the second equation in the given system to the ﬁrst equation in the given system yields 
. Adding like terms in this equation yields 
. Thus, the value of 
 is
.
Choice A is incorrect. This is the value of , not 
. Choice B is incorrect. This is the value of , not 
.
Choice D is incorrect and may result from conceptual or calculation errors.
Question Diﬃculty: Medium
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Systems of two
linear equations in
two variables
Diﬃculty",
60f71697,"ID: 60f71697
 What value of  is the solution to the given equation?","['A.', 'B.', 'C.', 'D. \nID: 60f71697 Answer']",A,"Choice A is correct. Dividing both sides of the given equation by  yields 
. Therefore, 
 is the solution to the given
equation.
Choice B is incorrect. This is the solution to the equation 
.
Choice C is incorrect. This is the solution to the equation 
.
Choice D is incorrect. This is the solution to the equation 
.
Question Diﬃculty: Easy
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Linear equations in
one variable
Diﬃculty",
13294295,"ID: 13294295
The graph shown models the number of candy bars a certain machine wraps with a label in  seconds. 
 According to the graph, what is the estimated number of candy bars the machine wraps with a label per second?","['A.', 'B.', 'C.', 'D. \nID: 13294295 Answer']",B,"Choice B is correct. For the graph shown, the x-axis represents time, in seconds, and the y-axis represents the number of
candy bars wrapped. The slope of a line in the xy-plane is the change in  for each -unit increase in . It follows that the
slope of the graph shown represents the estimated number of candy bars the machine wraps with a label per second. The
slope, 
, of a line in the xy-plane can be found using any two points, 
 and 
, on the line and the slope formula
. The graph shown passes through the points 
 and 
. Substituting these points for 
 and
, respectively, in the slope formula yields 
, which is equivalent to 
, or 
. Therefore, the
estimated number of candy bars the machine wraps with a label per second is 
.
Choice A is incorrect and may result from conceptual or calculation errors.
Choice C is incorrect and may result from conceptual or calculation errors.
Choice D is incorrect and may result from conceptual or calculation errors.
Question Diﬃculty: Easy",
ed92fb68,"ID: ed92fb68
If the system of equations above has solution 
,
what is the value of 
 ?","['A. 0', 'B. 9', 'C. 18', 'D. 38\nID: ed92fb68 Answer']",C,"Choice C is correct. Adding the given equations yields 9x + 9y = 162. Dividing each side of the equation 9x + 9y = 162 by 9
gives x + y = 18.
Choice A is incorrect and may result from incorrectly adding the equations. Choice B is incorrect and may result from
conceptual or computational errors. Choice D is incorrect. This value is equivalent to y – x.
 
Question Diﬃculty: Medium
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Systems of two
linear equations in
two variables
Diﬃculty",
1a621af4,"ID: 1a621af4
A number  is at most  less than  times the value of . If the value of  is 
, what is the greatest possible value of ?
ID: 1a621af4 Answer",[],-14,"The correct answer is 
. It's given that a number  is at most  less than  times the value of . Therefore,  is less than
or equal to  less than  times the value of . The expression 
 represents  times the value of . The expression 
represents  less than  times the value of . Therefore,  is less than or equal to 
. This can be shown by the
inequality 
. Substituting 
 for  in this inequality yields 
 or, 
. Therefore, if the value of
 is 
, the greatest possible value of  is 
.
Question Diﬃculty: Hard
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Linear inequalities
in one or two
variables
Diﬃculty",
3e9eaffc,"ID: 3e9eaffc
Caleb used juice to make popsicles. The function 
 approximates the volume, in ﬂuid ounces, of juice
Caleb had remaining after making  popsicles. Which statement is the best interpretation of the y-intercept of the graph of 
 in the xy-plane in this context?","['A. Caleb used approximately  ﬂuid ounces of juice for each popsicle.', 'B. Caleb had approximately  ﬂuid ounces of juice when he began to make the popsicles.', 'C. Caleb had approximately \n ﬂuid ounces of juice when he began to make the popsicles.', 'D. Caleb used approximately \n ﬂuid ounces of juice for each popsicle.\nID: 3e9eaffc Answer']",C,"Choice C is correct. An equation that deﬁnes a linear function  can be written in the form 
, where 
represents the slope and  represents the y-intercept, 
, of the line of 
 in the xy-plane. The function
 is linear. Therefore, the graph of the given function 
 in the xy-plane has a y-intercept of 
.
It’s given that 
 gives the approximate volume, in ﬂuid ounces, of juice Caleb had remaining after making  popsicles. It
follows that the y-intercept of 
 means that Caleb had approximately 
 ﬂuid ounces of juice remaining after making 
popsicles. In other words, Caleb had approximately 
 ﬂuid ounces of juice when he began to make the popsicles.
Choice A is incorrect. This is an interpretation of the slope, rather than the y-intercept, of the graph of 
 in the xy-
plane.
Choice B is incorrect and may result from conceptual errors. Choice D is incorrect and may result from conceptual errors.
Question Diﬃculty: Medium
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Linear functions
Diﬃculty",
af2ba762,"ID: af2ba762
According to data provided by the US Department of Energy, the average price per gallon of regular gasoline in the
United States from September 1, 2014, to December 1, 2014, is modeled by the function F deﬁned below, where 
 is
the average price per gallon x months after September 1.
The constant 2.74 in this function estimates which of the following?","['A. The average monthly decrease in the price per gallon', 'B. The difference in the average price per gallon from September\xa01,\xa02014, to December\xa01,\xa02014', 'C. The average price per gallon on September 1, 2014', 'D. The average price per gallon on December 1, 2014\nID: af2ba762 Answer']",D,"Choice D is correct. Since 2.74 is a constant term, it represents an actual price of gas rather than a measure of change in gas
price. To determine what gas price it represents, ﬁnd x such that F(x) = 2.74, or 2.74 = 2.74 – 0.19(x – 3). Subtracting 2.74
from both sides gives 0 = –0.19(x – 3). Dividing both sides by –0.19 results in 0 = x – 3, or x = 3. Therefore, the average price
of gas is $2.74 per gallon 3 months after September 1, 2014, which is December 1, 2014.
Choice A is incorrect. Since 2.74 is a constant, not a multiple of x, it cannot represent a rate of change in price. Choice B is
incorrect. The difference in the average price from September 1, 2014, to December 1, 2014, is F(3) – F(0) = 2.74 – 0.19(3 –
3) – (2.74 – 0.19(0 – 3)) = 2.74 – (2.74 + 0.57) = –0.57, which is not 2.74. Choice C is incorrect. The average price per gallon
on September 1, 2014, is F(0) = 2.74 – 0.19(0 – 3) = 2.74 + 0.57 = 3.31, which is not 2.74.
Question Diﬃculty: Hard
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Linear functions
Diﬃculty",
19fdf387,"ID: 19fdf387
In the xy-plane, the graph of 
 intersects the graph of 
 at
the point 
. What is the value of a ?","['A. 3', 'B. 6', 'C. 9', 'D. 12\nID: 19fdf387 Answer']",C,"Choice C is correct. Since the graph of 
 intersects the graph of 
 at the point 
, the ordered pair 
is the solution to the system of linear equations consisting of 
 and 
, and the value of a is the value of x
in the solution of this system. Since both 
and 
 are equal to y, it follows that 
. Subtracting x from
and adding 6 to both sides of the equation yields 
. Therefore, the value of a is 9.
Choices A and B are incorrect and may result from a calculation or conceptual error in solving the system of equations
consisting of 
 and 
. Choice D is incorrect. This is the value of b, not a.
Question Diﬃculty: Medium
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Systems of two
linear equations in
two variables
Diﬃculty",
a775af14,"ID: a775af14
In the xy-plane, the graph of the linear function  contains the points 
 and 
. Which equation deﬁnes , where
?","['A.', 'B.', 'C.', 'D. \nID: a775af14 Answer']",C,"Choice C is correct. In the xy-plane, the graph of a linear function can be written in the form 
, where 
represents the slope and 
 represents the y-intercept of the graph of 
. It’s given that the graph of the linear
function , where 
, in the xy-plane contains the point 
. Thus, 
. The slope of the graph of a line
containing any two points 
 and 
 can be found using the slope formula, 
. Since it’s given that the
graph of the linear function  contains the points 
 and 
, it follows that the slope of the graph of the line
containing these points is 
, or  
. Substituting  for 
 and  for  in 
 yields
.
Choice A is incorrect. This function represents a graph with a slope of  and a y-intercept of 
.
Choice B is incorrect. This function represents a graph with a slope of 
 and a y-intercept of 
.
Choice D is incorrect. This function represents a graph with a slope of  and a y-intercept of 
.
Question Diﬃculty: Medium
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Linear functions
Diﬃculty",
db0107df,"ID: db0107df
The y-intercept of the graph of 
 in the xy-plane is 
. What is the value of ?
ID: db0107df Answer",[],9,"The correct answer is . It's given that the y-intercept of the graph of 
 in the xy-plane is 
. Substituting 
for  in the equation 
 yields 
, or 
. Dividing both sides of this equation by  yields
. Therefore, the value of  is .
Question Diﬃculty: Easy
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Linear equations in
two variables
Diﬃculty",
b9835972,"ID: b9835972
In the xy-plane, line  passes through the point 
 and is parallel to the line represented by the equation 
. If
line  also passes through the point 
, what is the value of ?
ID: b9835972 Answer",[],24,"The correct answer is 
. A line in the xy-plane can be deﬁned by the equation 
, where 
 is the slope of the line
and  is the y-coordinate of the y-intercept of the line. It's given that line  passes through the point 
. Therefore, the y-
coordinate of the y-intercept of line  is . It's given that line  is parallel to the line represented by the equation 
.
Since parallel lines have the same slope, it follows that the slope of line  is . Therefore, line  can be deﬁned by an equation
in the form 
, where 
 and 
. Substituting  for 
 and  for  in 
 yields the equation
, or 
 . If line  passes through the point 
, then when 
, 
 for the equation 
.
Substituting  for  and  for  in the equation 
 yields 
, or 
.
Question Diﬃculty: Hard
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Linear equations in
two variables
Diﬃculty
𝓁
𝓁
𝓁
𝓁
𝓁
𝓁
𝓁
𝓁",
df32b09c,"ID: df32b09c
Tom scored 85, 78, and 98 on his ﬁrst three exams in history class. Solving which
inequality gives the score, G, on Tom’s fourth exam that will result in a mean score
on all four exams of at least 90 ?","['A.', 'B.', 'C.', 'D. \nID: df32b09c Answer']",C,"Choice C is correct. The mean of the four scores (G, 85, 78, and 98) can be expressed as  
. The inequality
that expresses the condition that the mean score is at least 90 can therefore be written as 
.
Choice A is incorrect. The sum of the scores (G, 85, 78, and 98) isn’t divided by 4 to express the mean. Choice B is incorrect
and may be the result of an algebraic error when multiplying both sides of the inequality by 4. Choice D is incorrect because
it doesn’t include G in the mean with the other three scores.
 
Question Diﬃculty: Easy
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Linear inequalities
in one or two
variables
Diﬃculty",
e1248a5c,"ID: e1248a5c
 
In the system of equations below, a and c are constants.
If the system of equations has an inﬁnite number of solutions 
, what is the
value of a ?","['A.', 'B. 0', 'C.', 'D. \nID: e1248a5c Answer']",D,"Choice D is correct. A system of two linear equations has inﬁnitely many solutions if one equation is equivalent to the other.
This means that when the two equations are written in the same form, each coeﬃcient or constant in one equation is equal
to the corresponding coeﬃcient or constant in the other equation multiplied by the same number. The equations in the given
system of equations are written in the same form, with x and y on the left-hand side and a constant on the right-hand side of
the equation. The coeﬃcient of y in the second equation is equal to the coeﬃcient of y in the ﬁrst equation multiplied by 3.
Therefore, a, the coeﬃcient of x in the second equation, must be equal to 3 times the coeﬃcient of x in the ﬁrst equation:
, or 
.
Choices A, B, and C are incorrect. When 
, 
, or 
, the given system of equations has one solution. 
Question Diﬃculty: Hard
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Systems of two
linear equations in
two variables
Diﬃculty",
b8cbe394,"ID: b8cbe394
Sean rents a tent at a cost of 
 per day plus a onetime insurance fee of 
. Which equation represents the total cost , in
dollars, to rent the tent with insurance for  days?","['A.', 'B.', 'C.', 'D. \nID: b8cbe394 Answer']",C,"Choice C is correct. It’s given that the cost of renting a tent is 
 per day for  days. Multiplying the rental cost by the
number of days yields 
, which represents the cost of renting the tent for  days before the insurance is added. Adding
the onetime insurance fee of 
 to the rental cost of 
 gives the total cost , in dollars, which can be represented by the
equation 
.
Choice A is incorrect. This equation represents the total cost to rent the tent if the insurance fee was charged every day.
Choice B is incorrect. This equation represents the total cost to rent the tent if the daily fee was 
 for 
 days.
Choice D is incorrect. This equation represents the total cost to rent the tent if the daily fee was 
 and the onetime fee
was 
.
Question Diﬃculty: Easy
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Linear functions
Diﬃculty",
05bb1af9,"ID: 05bb1af9
 The graph of 
 is shown. Which equation deﬁnes function ?","['A.', 'B.', 'C.', 'D. \nID: 05bb1af9 Answer']",A,"Choice A is correct. An equation for the graph shown can be written in slope-intercept form 
, where 
 is the
slope of the graph and its y-intercept is 
. Since the y-intercept of the graph shown is 
, the value of  is . Since the
graph also passes through the point 
, the slope can be calculated as 
, or 
. Therefore, the value of 
 is 
.
Substituting 
 for 
 and  for  in the equation 
 yields 
. It’s given that an equation for the
graph shown is 
. Substituting 
 for  in the equation 
  yields
. Subtracting 
 from both sides of this equation yields 
.
Choice B is incorrect and may result from conceptual or calculation errors.
Choice C is incorrect and may result from conceptual or calculation errors.
Choice D is incorrect and may result from conceptual or calculation errors.
Question Diﬃculty: Hard",
cc7ffe02,"ID: cc7ffe02
Keenan made 
 cups of vegetable broth. Keenan then ﬁlled  small jars and  large jars with all the vegetable broth he
made. The equation 
 represents this situation. Which is the best interpretation of 
 in this context?","['A. The number of large jars Keenan ﬁlled', 'B. The number of small jars Keenan ﬁlled', 'C. The total number of cups of vegetable broth in the large jars', 'D. The total number of cups of vegetable broth in the small jars\nID: cc7ffe02 Answer']",C,"Choice C is correct. It’s given that the equation 
 represents the situation where Keenan ﬁlled  small jars and
 large jars with all the vegetable broth he made, which was 
 cups. Therefore, 
 represents the total number of cups of
vegetable broth in the small jars and 
 represents the total number of cups of vegetable broth in the large jars. 
Choice A is incorrect. The number of large jars Keenan ﬁlled is represented by , not 
.
Choice B is incorrect. The number of small jars Keenan ﬁlled is represented by , not 
.
Choice D is incorrect. The total number of cups of vegetable broth in the small jars is represented by 
, not 
. 
Question Diﬃculty: Hard
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Linear equations in
two variables
Diﬃculty",
dae126d7,"ID: dae126d7
The boiling point of water at sea level is 212 degrees Fahrenheit 
. For every
550 feet above sea level, the boiling point of water is lowered by about 
. Which
of the following equations can be used to ﬁnd the boiling point B of water, in 
, x
feet above sea level?","['A.', 'B.', 'C.', 'D. \nID: dae126d7 Answer']",D,"Choice D is correct. It’s given that the boiling point of water at sea level is 212°F and that for every 550 feet above sea level,
the boiling point of water is lowered by about 1°F. Therefore, the change in the boiling point of water x feet above sea level is
represented by the expression 
. Adding this expression to the boiling point of water at sea level gives the equation
for the boiling point B of water, in °F, x feet above sea level: 
, or 
.
Choices A and B are incorrect and may result from using the boiling point of water at sea level as the rate of change and the
rate of change as the initial boiling point of water at sea level. Choice C is incorrect and may result from representing the
change in the boiling point of water as an increase rather than a decrease.
 
Question Diﬃculty: Medium
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Linear functions
Diﬃculty",
bf5f80c6,"ID: bf5f80c6
 Which point ( , ) is a solution to the given inequality in the 
-plane?","['A. (\n, )', 'B. ( , )', 'C. ( , )', 'D. ( , \n)\nID: bf5f80c6 Answer']",A,"Choice D is correct. For a point 
 to be a solution to the given inequality in the xy-plane, the value of the point’s y-
coordinate must be less than the value of 
, where  is the value of the x-coordinate of the point. This is true of the
point 
 because 
, or 
. Therefore, the point 
 is a solution to the given inequality.
Choices A, B, and C are incorrect. None of these points are a solution to the given inequality because each point’s y-
coordinate is greater than the value of 
 for the point’s x-coordinate.
Question Diﬃculty: Medium
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Linear inequalities
in one or two
variables
Diﬃculty",
12983c1e,"ID: 12983c1e
Some values of the linear function f are shown in the table above.
Which of the following deﬁnes f ?","['A.', 'B.', 'C.', 'D. \nID: 12983c1e Answer']",C,"Choice C is correct. Because f is a linear function of x, the equation 
, where m and b are constants, can be
used to deﬁne the relationship between x and f (x). In this equation, m represents the increase in the value of f (x) for every
increase in the value of x by 1. From the table, it can be determined that the value of f (x) increases by 8 for every increase in
the value of x by 2. In other words, for the function f the value of m is 
, or 4. The value of b can be found by substituting
the values of x and f (x) from any row of the table and the value of m into the equation 
 and solving for b. For
example, using 
, 
, and 
 yields 
. Solving for b yields 
. Therefore, the equation deﬁning
the function f can be written in the form 
.
Choices A, B, and D are incorrect. Any equation deﬁning the linear function f must give values of f (x) for corresponding
values of x, as shown in each row of the table. According to the table, if 
, 
. However, substituting 
 into
the equation given in choice A gives 
, or 
, not 13. Similarly, substituting 
 into the equation
given in choice B gives 
, or 
, not 13.
Lastly, substituting 
 into the equation given in choice D gives 
, or 
, not 13. Therefore, the
equations in choices A, B, and D cannot deﬁne f.
 
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Linear functions
Diﬃculty
Question Diﬃculty: Easy",
8368afd1,"ID: 8368afd1
The graph shows the possible combinations of the number of pounds of tangerines and lemons that could be purchased for
 at a certain store. If Melvin purchased lemons and  pounds of tangerines for a total of 
, how many pounds of
lemons did he purchase?","['A.', 'B.', 'C.', 'D. \nID: 8368afd1 Answer']",B,"Choice B is correct. It's given that the graph shows the possible combinations of the number of pounds of tangerines, , and
the number of pounds of lemons, , that could be purchased for 
 at a certain store. If Melvin purchased lemons and 
pounds of tangerines for a total of 
, the number of pounds of lemons he purchased is represented by the y-coordinate of
the point on the graph where 
. For the graph shown, when 
, 
. Therefore, if Melvin purchased lemons and
 pounds of tangerines for a total of 
, then he purchased 
 pounds of lemons.
Choice A is incorrect. This is the number of pounds of tangerines Melvin purchased if he purchased tangerines and  pounds
of lemons for a total of 
.
Choice C is incorrect. This is the number of pounds of lemons Melvin purchased if he purchased lemons and  pounds of
tangerines for a total of 
.
Choice D is incorrect. This is the number of pounds of lemons Melvin purchased if he purchased lemons and  pound of
tangerines for a total of 
.
Question Diﬃculty: Easy",
ae2287e2,"ID: ae2287e2
A certain product costs a company $65 to make. The product is sold by a
salesperson who earns a commission that is equal to 20% of the sales price of the
product. The proﬁt the company makes for each unit is equal to the sales price
minus the combined cost of making the product and the commission. If the sales
price of the product is $100, which of the following equations gives the number of
units, u, of the product the company sold to make a proﬁt of $6,840 ?","['A.', 'B.', 'C.', 'D. \nID: ae2287e2 Answer']",A,"Choice A is correct. The sales price of one unit of the product is given as $100. Because the salesperson is awarded a
commission equal to 20% of the sales price, the expression 100(1 – 0.2) gives the sales price of one unit after the
commission is deducted. It is also given that the proﬁt is equal to the sales price minus the combined cost of making the
product, or $65, and the commission: 100(1 – 0.2) – 65. Multiplying this expression by u gives the proﬁt of u units: (100(1 –
0.2) – 65)u. Finally, it is given that the proﬁt for u units is $6,840; therefore (100(1 – 0.2) – 65)u = $6,840.
Choice B is incorrect. In this equation, cost is subtracted before commission and the equation gives the commission, not
what the company retains after commission. Choice C is incorrect because the number of units is multiplied only by the cost
but not by the sale price. Choice D is incorrect because the value 0.2 shows the commission, not what the company retains
after commission.
 
Question Diﬃculty: Hard
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Linear equations in
one variable
Diﬃculty",
70d9516e,"ID: 70d9516e
A bus is traveling at a constant speed along a straight portion of road. The equation 
 gives the distance , in feet
from a road marker, that the bus will be  seconds after passing the marker. How many feet from the marker will the bus be 
seconds after passing the marker?","['A.', 'B.', 'C.', 'D. \nID: 70d9516e Answer']",C,"Choice C is correct. It’s given that  represents the number of seconds after the bus passes the marker. Substituting  for  in
the given equation 
 yields 
, or 
. Therefore, the bus will be 
 feet from the marker  seconds after
passing it.
Choice A is incorrect. This is the distance, in feet, the bus will be from the marker  second, not  seconds, after passing it.
Choice B is incorrect and may result from conceptual or calculation errors.
Choice D is incorrect. This is the distance, in feet, the bus will be from the marker  seconds, not  seconds, after passing it.
Question Diﬃculty: Easy
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Linear functions
Diﬃculty",
1362ccde,"ID: 1362ccde
 The solution to the given system of equations is 
. What is the value of 
?
ID: 1362ccde Answer",[],35,"The correct answer is 
. The ﬁrst equation in the given system of equations deﬁnes  as 
. Substituting 
 for 
in the second equation in the given system of equations yields 
. Applying the distributive property on
the left-hand side of this equation yields 
. Subtracting 
 from each side of this equation yields
. Subtracting  from each side of this equation yields 
. Substituting 
 for  in the ﬁrst equation of
the given system of equations yields 
, or 
. Substituting 
 for  and 
 for  into the
expression 
 yields 
, or 
.
Question Diﬃculty: Hard
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Systems of two
linear equations in
two variables
Diﬃculty",
720e51ac,"ID: 720e51ac
The cost , in dollars, for a manufacturer to make  rings is represented by the line shown. 
 What is the cost, in dollars, for the manufacturer to make 
 rings?","['A.', 'B.', 'C.', 'D. \nID: 720e51ac Answer']",C,"Choice C is correct. The line shown represents the cost , in dollars, for a manufacturer to make  rings. For the line shown,
the x-axis represents the number of rings made by the manufacturer and the y-axis represents the cost, in dollars. Therefore,
the cost, in dollars, for the manufacturer to make 
 rings is represented by the y-coordinate of the point on the line that has
an x-coordinate of 
. The point on the line with an x-coordinate of 
 has a y-coordinate of 
. Therefore, the cost, in
dollars, for the manufacturer to make 
 rings is 
.
Choice A is incorrect and may result from conceptual or calculation errors.
Choice B is incorrect. This is the cost, in dollars, for the manufacturer to make 
 rings.
Choice D is incorrect. This is the cost, in dollars, for the manufacturer to make 
 rings.
Question Diﬃculty: Easy",
4de87c9a,"ID: 4de87c9a
 more than  times a number  is equal to 
. Which equation represents this situation?","['A.', 'B.', 'C.', 'D. \nID: 4de87c9a Answer']",D,"Choice D is correct. The given phrase “  times a number ” can be represented by the expression 
. The given phrase “
more than” indicates an increase of  to a quantity. Therefore “  more than  times a number ” can be represented by the
expression 
. Since it’s given that  more than  times a number  is equal to 
, it follows that 
 is equal to 
,
or 
. Therefore, the equation that represents this situation is 
.
Choice A is incorrect. This equation represents  times the quantity  times a number  is equal to 
. 
Choice B is incorrect. This equation represents  times a number  is equal to  more than 
.
Choice C is incorrect. This equation represents  more than  times a number  is equal to 
.
Question Diﬃculty: Easy
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Linear equations in
one variable
Diﬃculty",
